date,year,season,location,sampleID,sampleID.prefix,microhabitat,mon.precip,mon.ADD,max.discharge,mean.discharge,max.turb,median.turb,max.wTemp,median.wTemp,depth,per_sediment,per_rock,per_organic,dateTime.UTC,lat,long,alt,pH,wTemp,DO,light,flow,turb,cond,nitrate,alkalinity,phosphate
2022-06-06,2022,Summer,Upstream,02URSU22.USH,02URSU22,USH,66.6,518.45,88.2,50.01,NA,NA,NA,NA,23.25,47.5,47.5,5,2022-06-06T18:50:00Z,42.320409999999995,-72.65365,NA,7.705,19.75,9.4,180.5,NA,4,77.3,1,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USR,01URSU22,USR,77.6,478.2,112,62.49666666666667,NA,NA,NA,NA,19.9,10,85,5,2022-05-31T17:40:00Z,41.31921,-72.634805,NA,7.845000000000001,21.6,9.66,143,0,4.3,76.9,0.8500000000000001,NA,NA
2022-06-14,2022,Summer,Downstream,03DRSU22.DM,03DRSU22,DM,97.1,548.95,103,45.766666666666666,NA,NA,NA,NA,16,30,65,5,2022-06-14T17:11:00Z,42.31501,-72.64112,NA,7.47,22.5,8.81,1531,0.025,9.2,81.2,0.9,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DSP,01DRSU22,DSP,80.6,488.75,112,61.06666666666666,NA,NA,NA,NA,15,20,80,0,2022-06-01T17:11:00Z,42.31548,-72.6411,NA,7.36,19.6,9.17,131,0.278,6.2,75.9,0.8,NA,NA
2022-06-13,2022,Summer,Upstream,03URSU22.UFR,03URSU22,UFR,97.1,552.3,103,46.68333333333333,NA,NA,NA,NA,36.75,7.5,92.5,0,2022-06-13T17:52:00Z,42.319525,-72.65459,NA,7.735,20.25,9.41,44,0.003,7.7,80.3,1.1,NA,NA
2022-06-07,2022,Summer,Downstream,02DRSU22.DSP,02DRSU22,DSP,66.6,529,88.2,48.53,NA,NA,NA,NA,11.5,20,80,0,2022-06-07T17:57:00Z,42.31548,-72.64116,NA,7.45,19.8,9.11,629,0.201,4.7,85.6,0.9,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USH,01URSU22,USH,77.6,478.2,112,62.49666666666667,NA,NA,NA,NA,21.25,27.5,70,2.5,2022-05-31T19:03:00Z,41.320485,-72.65365,NA,7.715,22.3,9.23,382.5,0.162,2.5,69.80000000000001,0.8,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DSH,01DRSU22,DSH,80.6,488.75,112,61.06666666666666,NA,NA,NA,NA,12,5,93,2,2022-06-01T16:56:00Z,42.31534,-72.64114,NA,7.37,19.6,9.23,27,0.261,5,77.1,0.8,NA,NA
2022-06-07,2022,Summer,Downstream,02DRSU22.DSH,02DRSU22,DSH,66.6,529,88.2,48.53,NA,NA,NA,NA,13,1,95,4,2022-06-07T17:52:00Z,42.31528,-72.64123,NA,7.44,19.9,9.16,34,0.41,8.4,85.8,0.9,NA,NA
2022-06-13,2022,Summer,Upstream,03URSU22.USH,03URSU22,USH,97.1,552.3,103,46.68333333333333,NA,NA,NA,NA,19,3.5,90.5,6,2022-06-13T18:38:00Z,42.32048,-72.65367499999999,NA,7.74,20.75,9.175,58.5,0.14450000000000002,6.6,74.3,1,NA,NA
2022-06-13,2022,Summer,Upstream,03URSU22.USR,03URSU22,USR,97.1,552.3,103,46.68333333333333,NA,NA,NA,NA,14.25,12,84.5,3.5,2022-06-13T17:30:00Z,42.319275,-72.65485,NA,7.745,20,9.415,237,0.0025,8.7,82.6,1,NA,NA
2022-06-06,2022,Summer,Upstream,02URSU22.USU,02URSU22,USU,66.6,518.45,88.2,50.01,NA,NA,NA,NA,21.25,7.5,92,0.5,2022-06-06T18:25:00Z,42.320585,-72.65361,NA,7.715,19.45,9.71,774.5,0.192,2.5,77.6,1,NA,NA
2022-06-06,2022,Summer,Upstream,02URSU22.UM,02URSU22,UM,66.6,518.45,88.2,50.01,NA,NA,NA,NA,16.5,2.5,95,2.5,2022-06-06T17:20:00Z,42.31927,-72.65482,NA,7.745,18.75,9.98,1543.5,0.2425,3.4,86,1.1,NA,NA
2022-06-13,2022,Summer,Upstream,03URSU22.UM,03URSU22,UM,97.1,552.3,103,46.68333333333333,NA,NA,NA,NA,16,9.5,87.5,3,2022-06-13T17:10:00Z,42.31951,-72.654695,NA,7.755,20.15,9.53,1422,0.5085,3.8,81.8,1.1,NA,NA
2022-06-06,2022,Summer,Upstream,02URSU22.UFR,02URSU22,UFR,66.6,518.45,88.2,50.01,NA,NA,NA,NA,32.25,12.5,87.5,0,2022-06-06T17:25:00Z,42.31934,-72.65457,NA,7.72,18.6,9.925,46,0.0265,1.1,85.6,1,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DSR,01DRSU22,DSR,80.6,488.75,112,61.06666666666666,NA,NA,NA,NA,17,15,80,5,2022-06-01T16:28:00Z,42.31509,-72.64105,NA,7.4,20,9.25,110,0.036,7.2,78.2,1.1,NA,NA
2022-06-07,2022,Summer,Downstream,02DRSU22.DM,02DRSU22,DM,66.6,529,88.2,48.53,NA,NA,NA,NA,17,38,60,2,2022-06-07T17:30:00Z,42.31521,-72.64107,NA,7.45,19.9,9.16,224,0.106,4.5,86.2,1,NA,NA
2022-06-13,2022,Summer,Upstream,03URSU22.USU,03URSU22,USU,97.1,552.3,103,46.68333333333333,NA,NA,NA,NA,17.5,7.5,92.5,0,2022-06-13T18:20:00Z,42.320375,-72.65362999999999,NA,7.775,20.65,9.225,894.5,0.122,5.8,72.7,1,NA,NA
2022-06-14,2022,Summer,Downstream,03DRSU22.DFR,03DRSU22,DFR,97.1,548.95,103,45.766666666666666,NA,NA,NA,NA,13,5,90,5,2022-06-14T17:23:00Z,42.31501,-72.64115,NA,7.46,22.7,8.87,42,0.064,10.4,80.8,0.9,NA,NA
2022-06-14,2022,Summer,Downstream,03DRSU22.DSP,03DRSU22,DSP,97.1,548.95,103,45.766666666666666,NA,NA,NA,NA,11,5,95,0,2022-06-14T17:45:00Z,42.31536,-72.64109,NA,7.5,23.8,8.94,1546,0.43,7.7,80,0.9,NA,NA
2022-06-14,2022,Summer,Downstream,03DRSU22.DSH,03DRSU22,DSH,97.1,548.95,103,45.766666666666666,NA,NA,NA,NA,13.5,1,94,5,2022-06-14T17:33:00Z,42.31528,-72.64124,NA,7.44,22.8,8.92,18,0.582,9.8,80.6,0.9,NA,NA
2022-09-29,2022,Fall,Upstream,03URFA22.USU,03URFA22,USU,200.7,517.85,96.7,18.715666666666667,NA,NA,NA,NA,39.5,17.5,79,3.5,2022-09-29T18:00:00Z,42.32020158,-72.65345666,NA,8.29,15.1,10.51223646,136.7317758,0.287123889,7.6,98.8,0.9,36,0.4
2022-09-29,2022,Fall,Upstream,03URFA22.UM,03URFA22,UM,200.7,517.85,96.7,18.715666666666667,NA,NA,NA,NA,22,10,85,5,2022-09-29T18:10:00Z,42.31934266,-72.65476387,NA,8.3,14.4,10.67100898,101.6765688,0.094742193,10,103.2,1,37,0.7
2022-09-29,2022,Fall,Upstream,03URFA22.UFR,03URFA22,UFR,200.7,517.85,96.7,18.715666666666667,NA,NA,NA,NA,31,30,60,10,2022-09-29T18:19:00Z,42.31927568,-72.65472999,NA,8.22,14.2,10.82176761,29.17219953,0.007272116,7.5,107.5,1,36,0.4
2022-09-29,2022,Fall,Upstream,03URFA22.USR,03URFA22,USR,200.7,517.85,96.7,18.715666666666667,NA,NA,NA,NA,33,40,60,0,2022-09-29T18:15:00Z,42.31918728,-72.65492978,NA,7.79,14.1,10.58063841,35.44391041,0.01444642,10.2,106.3,1,36,0.5
2022-09-22,2022,Fall,Downstream,01DRFA22.DSH,01DRFA22,DSH,202.1,590.9,96.7,16.313,NA,NA,NA,NA,26,35,60,5,2022-09-22T18:29:00Z,NA,NA,NA,7.48,18.1,9.2,NA,NA,13.8,92.9,0.9,42,0.2
2022-09-22,2022,Fall,Downstream,01DRFA22.DM,01DRFA22,DM,202.1,590.9,96.7,16.313,NA,NA,NA,NA,18,20,70,10,2022-09-22T18:25:00Z,NA,NA,NA,7.46,18,9.22,NA,NA,16.5,94.6,0.9,44,0.5
2022-09-22,2022,Fall,Downstream,01DRFA22.DFR,01DRFA22,DFR,202.1,590.9,96.7,16.313,NA,NA,NA,NA,24.5,25,70,5,2022-09-22T18:22:00Z,NA,NA,NA,7.41,18.3,9.32,NA,NA,16.1,91.2,0.9,40,0.2
2022-09-22,2022,Fall,Downstream,01DRFA22.DSP,01DRFA22,DSP,202.1,590.9,96.7,16.313,NA,NA,NA,NA,18.33,15,65,10,2022-09-22T18:39:00Z,NA,NA,NA,7.45,18.4,9.43,NA,NA,14.6,87.3,0.9,46,0
2022-09-22,2022,Fall,Downstream,01DRFA22.DSR,01DRFA22,DSR,202.1,590.9,96.7,16.313,NA,NA,NA,NA,27.9,20,75,5,2022-09-22T18:14:00Z,NA,NA,NA,7.38,18.6,9.15,NA,NA,17.6,96.6,1.1,37,0.2
2022-09-27,2022,Fall,Upstream,02URFA22.USR,02URFA22,USR,200.7,537.5,96.7,18.322,NA,NA,NA,NA,14,20,75,30,2022-09-27T18:10:00Z,NA,NA,NA,7.61,NA,10.41,NA,NA,13.7,102.5,1,35,0.4
2022-09-21,2022,Fall,Upstream,01URFA22.UFR,01URFA22,UFR,225.2,595.6,96.7,15.206333333333331,NA,NA,NA,NA,36,15,83,2,2022-09-21T18:24:00Z,42.31918335,-72.65483093,NA,8.02,18.4,9.854552039,21.35951345,0.012391253,6.6,95.4,0.9,38,0.2
2022-09-21,2022,Fall,Upstream,01URFA22.USH,01URFA22,USH,225.2,595.6,96.7,15.206333333333331,NA,NA,NA,NA,22.9,30,60,10,2022-09-21T18:44:00Z,42.32038408,-72.65369295,NA,8.03,18.6,9.502418905,69.36329167,0.186542511,3.4,86.9,1,43,0.2
2022-09-29,2022,Fall,Upstream,03URFA22.USH,03URFA22,USH,200.7,517.85,96.7,18.715666666666667,NA,NA,NA,NA,21.65,20,70,10,2022-09-29T18:03:00Z,42.32044132,-72.65364486,NA,8.27,14.5,10.56457069,30.46826618,0.089593283,8.7,97.3,1,36,0.6
2022-09-21,2022,Fall,Upstream,01URFA22.USU,01URFA22,USU,225.2,595.6,96.7,15.206333333333331,NA,NA,NA,NA,34,15,80,5,2022-09-21T18:36:00Z,42.32047506,-72.65345275,NA,8.03,18.6,9.359403101,39.63842625,0.058738895,6.7,89,1.1,38,0.1
2022-09-21,2022,Fall,Upstream,01URFA22.UM,01URFA22,UM,225.2,595.6,96.7,15.206333333333331,NA,NA,NA,NA,17.75,37.5,62.5,2.5,2022-09-21T18:28:00Z,42.31918609,-72.65460851,NA,8.07,18.5,9.635001358,974.377888,0.122987701,5.7,93.1,1,38,0.4
2022-09-21,2022,Fall,Upstream,01URFA22.USR,01URFA22,USR,225.2,595.6,96.7,15.206333333333331,NA,NA,NA,NA,16.7,15,83,2,2022-09-21T18:19:00Z,42.31918413,-72.65488688,NA,8.01,18.3,9.720615124,83.28507586,8.55981e-4,10,94.2,0.9,37,0
2022-09-27,2022,Fall,Upstream,02URFA22.UM,02URFA22,UM,200.7,537.5,96.7,18.322,NA,NA,NA,NA,20,20,70,5,2022-09-27T18:10:00Z,NA,NA,NA,7.77,NA,10.37,NA,NA,7.6,64.1,0.9,35,0.3
2022-09-27,2022,Fall,Upstream,02URFA22.USU,02URFA22,USU,200.7,537.5,96.7,18.322,NA,NA,NA,NA,5,29,80,10,2022-09-27T18:30:00Z,NA,NA,NA,7.88,17.2,10.67,NA,NA,8.4,94.6,0.9,36,0.2
2022-09-27,2022,Fall,Upstream,02URFA22.UFR,02URFA22,UFR,200.7,537.5,96.7,18.322,NA,NA,NA,NA,26,10,90,1,2022-09-27T18:15:00Z,NA,NA,NA,7.84,NA,10.88,NA,NA,7.5,18.4,1,36,0.5
2022-09-27,2022,Fall,Upstream,02URFA22.USH,02URFA22,USH,200.7,537.5,96.7,18.322,NA,NA,NA,NA,24,30,65,5,2022-09-27T18:45:00Z,NA,NA,NA,7.85,16.5,10.86,NA,NA,10.5,93.1,1,36,0
2022-09-28,2022,Fall,Downstream,02DRFA22.DSP,02DRFA22,DSP,200.7,529.75,96.7,18.536666666666665,NA,NA,NA,NA,7,10,85,5,2022-09-28T17:30:00Z,42.31522379,-72.64111905,NA,7.65,16.2,10.0070632,144.4377456,0.444162058,12.4,102,1,40,0.2
2022-10-03,2022,Fall,Downstream,03DRFA22.DSR,03DRFA22,DSR,199.7,483.9,96.7,19.491,NA,NA,NA,NA,18,20,80,0,2022-10-03T18:30:00Z,NA,NA,NA,7.45,13.5,10.36,NA,NA,14.7,114.6,1.1,42,0.3
2022-10-03,2022,Fall,Downstream,03DRFA22.DFR,03DRFA22,DFR,199.7,483.9,96.7,19.491,NA,NA,NA,NA,8,15,80,5,2022-10-03T18:50:00Z,NA,NA,NA,7.63,12.6,10.5,NA,NA,11.6,115.6,1.1,40,0.2
2022-10-03,2022,Fall,Downstream,03DRFA22.DSH,03DRFA22,DSH,199.7,483.9,96.7,19.491,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-03T18:55:00Z,NA,NA,NA,7.63,12.9,10.45,NA,NA,14.6,115,1,42,0.2
2022-10-03,2022,Fall,Downstream,03DRFA22.DSP,03DRFA22,DSP,199.7,483.9,96.7,19.491,NA,NA,NA,NA,15.4,40,50,10,2022-10-03T19:00:00Z,NA,NA,NA,7.68,12.7,10.62,NA,NA,12,114.7,1,39,0.5
2022-10-03,2022,Fall,Downstream,03DRFA22.DM,03DRFA22,DM,199.7,483.9,96.7,19.491,NA,NA,NA,NA,10.5,40,55,5,2022-10-03T18:40:00Z,NA,NA,NA,7.63,12.7,10.52,NA,NA,10.9,116.2,1.1,41,0.2
2022-09-28,2022,Fall,Downstream,02DRFA22.DM,02DRFA22,DM,200.7,529.75,96.7,18.536666666666665,NA,NA,NA,NA,11,10,90,0,2022-09-28T16:41:00Z,42.31517959,-72.64107458,NA,7.58,15.9,10.21395768,25.67557401,0.285213382,11.7,100.9,1,35,0.3
2022-09-28,2022,Fall,Downstream,02DRFA22.DSR,02DRFA22,DSR,200.7,529.75,96.7,18.536666666666665,NA,NA,NA,NA,13,23,75,2,2022-09-28T15:58:00Z,42.31506934,-72.64114715,NA,7.55,16.3,9.945240093,350.7764949,0,10.1,103.4,1,37,0.6
2022-09-28,2022,Fall,Downstream,02DRFA22.DFR,02DRFA22,DFR,200.7,529.75,96.7,18.536666666666665,NA,NA,NA,NA,12,30,65,5,2022-09-28T16:20:00Z,42.31506507,-72.64113741,NA,7.6,16,9.710737046,179.1854338,0.001819784,8,101.8,1,36,0.4
2022-09-28,2022,Fall,Downstream,02DRFA22.DSH,02DRFA22,DSH,200.7,529.75,96.7,18.536666666666665,NA,NA,NA,NA,10,20,75,5,2022-09-28T17:09:00Z,42.31525403,-72.64115608,NA,7.57,16.4,10.23550903,25.69420393,0.245043732,9.2,101.6,1,36,0.5
